Score,Time,Summary,Text,Sentiment,Cleaned_Text,Processed_Text,Detected_Emotions,Activation_Levels,Confidence_Scores,Sentiment_Score,Sub_Topic,Main_Topic,Adorescore
5,2011-08-28,Gets My Vote,"My bottle arrived just in time for a sushi dinner and game night planned with friends.  I had three soy sauces to choose from.  After some sampling we were all using the Bluegrass!  Everyone enjoyed the light smoothness a subtle sweetness.  We were splashing right on every piece, rather that dunking/dipping. Friends wanted to know where I found it. I'm going back to order more right now, and I'll be ordering 3 extra bottles because they are going to make a great little gift that's affordable and unique; instead of the traditional bottle of wine that so common it's boring.",Positive,my bottle arrived just in time for a sushi dinner and game night planned with friends i had three soy sauces to choose from after some sampling we were all using the bluegrass everyone enjoyed the light smoothness a subtle sweetness we were splashing right on every piece rather that dunking dipping friends wanted to know where i found it i m going back to order more right now and i ll be ordering 3 extra bottles because they are going to make a great little gift that s affordable and unique instead of the traditional bottle of wine that so common it s boring,bottle arrived time sushi dinner game night planned friend three soy sauce choose sampling using bluegrass everyone enjoyed light smoothness subtle sweetness splashing right every piece rather dunking dipping friend wanted know found going back order right ordering 3 extra bottle going make great little gift affordable unique instead traditional bottle wine common boring,"joy, neutral, surprise","High, Low, Low","0.816, 0.1, 0.069",0.9539,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Value for Money,28.58
5,2012-09-29,And I though kikkoman was good?,If you enjoy the flavor of soy you will really like this.<br /><br />Plus its hand made in the good ole USA.,Positive,if you enjoy the flavor of soy you will really like this br br plus its hand made in the good ole usa,enjoy flavor soy really like br br plus hand made good ole usa,"joy, surprise, neutral","High, Low, Low","0.986, 0.004, 0.004",0.902,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Product Quality,32.946666666666665
5,2012-09-27,Better than anything in the supermarket!,I recently acquired a bottle of this and was immediately impressed.  It has good flavor without all the excessive saltiness of supermarket brands.  I've used it for marinades and dipping sauces in addition to straight use and in all cases it has added a little something extra.  Quite a surprise to find an American made soy sauce that tastes this good!,Positive,i recently acquired a bottle of this and was immediately impressed it has good flavor without all the excessive saltiness of supermarket brands i ve used it for marinades and dipping sauces in addition to straight use and in all cases it has added a little something extra quite a surprise to find an american made soy sauce that tastes this good,recently acquired bottle immediately impressed good flavor without excessive saltiness supermarket brand used marinade dipping sauce addition straight use case added little something extra quite surprise find american made soy sauce taste good,"surprise, joy, neutral","High, Low, Low","0.951, 0.028, 0.013",0.9041,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Value for Money,19.953333333333333
5,2012-08-31,Best Soy Sauce Ever!!!,"This soy sauce is the best we have ever had.  Thanks to Amazon, we were able to find it again.  It makes a big difference when using this product.  Thanks again",Positive,this soy sauce is the best we have ever had thanks to amazon we were able to find it again it makes a big difference when using this product thanks again,soy sauce best ever thanks amazon able find make big difference using product thanks,"joy, neutral, surprise","High, Low, Low","0.763, 0.111, 0.105",0.8934,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Value for Money,27.53333333333333
5,2011-05-11,Great sauce!,This is the most delicious soy sauce I have ever tasted.  I will surely order it again.  Such deep flavor.,Positive,this is the most delicious soy sauce i have ever tasted i will surely order it again such deep flavor,delicious soy sauce ever tasted surely order deep flavor,"neutral, joy, surprise","Medium, Low, Low","0.672, 0.27, 0.04",0.765,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Value for Money,9.800000000000002
5,2011-11-14,Outstanding Product!,"Saw this on How it is made, which was a very interesting process.<br />Decided to give it a try, I really enjoy the flavor it adds.<br />Looking forward to trying it on several more dishes.<br />Thanks to those who brewed it!",Positive,saw this on how it is made which was a very interesting process br decided to give it a try i really enjoy the flavor it adds br looking forward to trying it on several more dishes br thanks to those who brewed it,saw made interesting process br decided give try really enjoy flavor add br looking forward trying several dish br thanks brewed,"joy, surprise, neutral","Medium, Low, Low","0.583, 0.309, 0.089",0.8439,General Feedback,General Feedback,25.613333333333333
4,2012-08-01,non GMO,most soy sauce is from Japan but they are having problems with radiation in their soy bean fields. I am not sure how long the contamination will last. I like the idea this product claims no GMO seeds. yea  You pay more but decided not to take a chance on Japan.,Positive,most soy sauce is from japan but they are having problems with radiation in their soy bean fields i am not sure how long the contamination will last i like the idea this product claims no gmo seeds yea you pay more but decided not to take a chance on japan,soy sauce japan problem radiation soy bean field sure long contamination last like idea product claim gmo seed yea pay decided take chance japan,"neutral, joy, surprise","Medium, Low, Low","0.653, 0.2, 0.064",0.4019,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Defective Item,7.946666666666666
5,2012-10-24,Amazingly true to flavors...,"I'm pleased with these- wasn't sure how they'd be able to replicate the autumn classic flavors of caramel apples, but figured Werther's was a good bet.  I'm diabetic, so wolfing down a real caramel apple when the mood strikes just can't happen as often as I'd like to do so.  But these are tasty enough to get me through until I can 'carb budget'  the real thing. These are made with sugar alcohols, so it's wise to limit how many are eaten in a day unless you're going to be near home and have turbo-flush on your toilet.  (TMI???)  This pack of 6 will last a while, but they're definitely a 'will reorder'.  :)",Positive,i m pleased with these wasn t sure how they d be able to replicate the autumn classic flavors of caramel apples but figured werther s was a good bet i m diabetic so wolfing down a real caramel apple when the mood strikes just can t happen as often as i d like to do so but these are tasty enough to get me through until i can carb budget the real thing these are made with sugar alcohols so it s wise to limit how many are eaten in a day unless you re going to be near home and have turbo flush on your toilet tmi this pack of 6 will last a while but they re definitely a will reorder,pleased sure able replicate autumn classic flavor caramel apple figured werther good bet diabetic wolfing real caramel apple mood strike happen often like tasty enough get carb budget real thing made sugar alcohol wise limit many eaten day unless going near home turbo flush toilet tmi pack 6 last definitely reorder,"joy, surprise, neutral","High, Low, Low","0.898, 0.056, 0.028",0.9274,General Feedback,Product Quality,31.05333333333333
1,2012-10-15,IT'S A LAXATIVE,"This item, WERTHER'S SUGAR FREE HARD CANDY, if consumed, will give you - or your friends, loose bowels. I purchased 12 bags and discovered more than a bowel problem: You can't return them. Need a laxative? I have ten unopened bags you can have - for free.",Negative,this item werther s sugar free hard candy if consumed will give you or your friends loose bowels i purchased 12 bags and discovered more than a bowel problem you can t return them need a laxative i have ten unopened bags you can have for free,item werther sugar free hard candy consumed give friend loose bowel purchased 12 bag discovered bowel problem return need laxative ten unopened bag free,"neutral, sadness, surprise","Low, Low, Low","0.42, 0.341, 0.155",0.6597,"sugar, use, agave, raw, nectar, fruit, mint, syrup, baking, better",Refund & Returns,-8.266666666666667
5,2011-12-08,Good Tasting cup o' joe,"This is a bold blend that has a great taste. The flavor comes bursting through. I usually brew & drink Organic Sumatra Mandeling from BJ's. I use this blend exclusively, so to get a cup that rivals the complex flavor from my Tassimo brewer is fantastic. Come on Amazon add it to the subscription service.",Positive,this is a bold blend that has a great taste the flavor comes bursting through i usually brew drink organic sumatra mandeling from bj s i use this blend exclusively so to get a cup that rivals the complex flavor from my tassimo brewer is fantastic come on amazon add it to the subscription service,bold blend great taste flavor come bursting usually brew drink organic sumatra mandeling bj use blend exclusively get cup rival complex flavor tassimo brewer fantastic come amazon add subscription service,"joy, surprise, neutral","Medium, Low, Low","0.666, 0.135, 0.127",0.9001,"coffee, cup, blend, mountain, weaver, kona, bean, one, green, br",Product Quality,24.9
5,2012-01-17,Best of the Tassimo's,"We've tried many Tassimo flavors.  This is by far our favorite.  Our normal cup of coffee is Starbuck's house blend out of a Cuisinart pot but one or two days a week we use our Tassimo.  This coffee is rich but not too stong.  I don't understand the current price over $20 for 14 disks and hope that it will be lowered on Amazon.  For now, we'll buy elsewhere.",Positive,we ve tried many tassimo flavors this is by far our favorite our normal cup of coffee is starbuck s house blend out of a cuisinart pot but one or two days a week we use our tassimo this coffee is rich but not too stong i don t understand the current price over 20 for 14 disks and hope that it will be lowered on amazon for now we ll buy elsewhere,tried many tassimo flavor far favorite normal cup coffee starbuck house blend cuisinart pot one two day week use tassimo coffee rich stong understand current price 20 14 disk hope lowered amazon buy elsewhere,"neutral, joy, surprise","Low, Low, Low","0.37, 0.282, 0.265",0.8658,"coffee, cup, blend, mountain, weaver, kona, bean, one, green, br",Expensive Product,14.699999999999998
5,2012-08-15,great coffee - terrible price,"This is one of the best choices, in my opinion.  I also adore Amazon, but they need to negotiate a better price for their Tassimo Disks.  These are available at BedBath & Beyond for $10. and I always get 20% off which brings it down to $8.00 --- they were $7.50 (before the 20% off readily available coupons) until about 3 months ago.  Again, this is an excellent blend with full flavor - not bitter - I think it's my favorite.",Positive,this is one of the best choices in my opinion i also adore amazon but they need to negotiate a better price for their tassimo disks these are available at bedbath beyond for 10 and i always get 20 off which brings it down to 8 00 they were 7 50 before the 20 off readily available coupons until about 3 months ago again this is an excellent blend with full flavor not bitter i think it s my favorite,one best choice opinion also adore amazon need negotiate better price tassimo disk available bedbath beyond 10 always get 20 brings 8 00 7 50 20 readily available coupon 3 month ago excellent blend full flavor bitter think favorite,"joy, neutral, surprise","Low, Low, Low","0.263, 0.259, 0.189",0.946,General Feedback,Value for Money,12.546666666666669
4,2012-08-11,One of the better T-Discs,"I have tried about 75% of the available T-Discs, and the Kona Blend is one of the best regular/unflavored coffees for Tassimo. It has a nice smooth flavor that is not overpowering, and has a pleasant aroma. Personally, I would enjoy it more if it were stronger/bolder. However, being a bit mild, it goes well with breakfast and/or (gluten-free) baked goodies. I find it mildly perplexing that this product is not available from tassimodirect, nor is a subscription service available. Originally found this at (Dead Bats from) Beyond, used a 20% coupon, and was happy with the final price.",Positive,i have tried about 75 of the available t discs and the kona blend is one of the best regular unflavored coffees for tassimo it has a nice smooth flavor that is not overpowering and has a pleasant aroma personally i would enjoy it more if it were stronger bolder however being a bit mild it goes well with breakfast and or gluten free baked goodies i find it mildly perplexing that this product is not available from tassimodirect nor is a subscription service available originally found this at dead bats from beyond used a 20 coupon and was happy with the final price,tried 75 available disc kona blend one best regular unflavored coffee tassimo nice smooth flavor overpowering pleasant aroma personally would enjoy stronger bolder however bit mild go well breakfast gluten free baked goody find mildly perplexing product available tassimodirect subscription service available originally found dead bat beyond used 20 coupon happy final price,"joy, surprise, neutral","Medium, Low, Low","0.539, 0.336, 0.075",0.9686,"coffee, cup, blend, mountain, weaver, kona, bean, one, green, br",Value for Money,24.686666666666667
3,2012-05-19,Note: Rating both coffee and seller,"This coffee is good but, for me, it's nothing special. I will buy it again because it's a nice, mellow blend, and my favorite daily coffee, Nabob, must now be shipped from Canada. However, on my first order to the Canadian company, it's taking a long time to be delivered (still haven't gotten it).<br /><br />The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this ""Kona coffee"" is actually only 15% Kona. If you look very carefully at the photo of the disc, you can see that information, and there's a legal disclaimer saying that the product may not match exactly with the description. So it's my fault for not reading more carefully, but I was happy to see what I thought was 100% Kona and wasn't careful. I've bought the 15% Kona before in a local store and did know that there was such a product in the Tassimo discs, but I just read the product title and ordered.<br /><br />As I said, the coffee tastes good, the amount of coffee is the usual amount, neither the small cups of some European coffees or the extra large size, and I would recommend the coffee. Just be aware that this is blended coffee with only 15% Kona. And don't expect it to come in a flash, as it did when Amazon Prime delivered it.",Neutral,this coffee is good but for me it s nothing special i will buy it again because it s a nice mellow blend and my favorite daily coffee nabob must now be shipped from canada however on my first order to the canadian company it s taking a long time to be delivered still haven t gotten it br br the reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this kona coffee is actually only 15 kona if you look very carefully at the photo of the disc you can see that information and there s a legal disclaimer saying that the product may not match exactly with the description so it s my fault for not reading more carefully but i was happy to see what i thought was 100 kona and wasn t careful i ve bought the 15 kona before in a local store and did know that there was such a product in the tassimo discs but i just read the product title and ordered br br as i said the coffee tastes good the amount of coffee is the usual amount neither the small cups of some european coffees or the extra large size and i would recommend the coffee just be aware that this is blended coffee with only 15 kona and don t expect it to come in a flash as it did when amazon prime delivered it,coffee good nothing special buy nice mellow blend favorite daily coffee nabob must shipped canada however first order canadian company taking long time delivered still gotten br br reason three star quality coffee fact description product mention fact kona coffee actually 15 kona look carefully photo disc see information legal disclaimer saying product may match exactly description fault reading carefully happy see thought 100 kona careful bought 15 kona local store know product tassimo disc read product title ordered br br said coffee taste good amount coffee usual amount neither small cup european coffee extra large size would recommend coffee aware blended coffee 15 kona expect come flash amazon prime delivered,"joy, surprise, neutral","Medium, Low, Low","0.524, 0.309, 0.106",0.9102,"coffee, cup, blend, mountain, weaver, kona, bean, one, green, br",Product Quality,23.646666666666665
5,2012-05-17,Kona for Tassimo,Of all the coffee's available for Tassimo this Kona has the richest flavor and fantastic aroma by<br />far my favorite.,Positive,of all the coffee s available for tassimo this kona has the richest flavor and fantastic aroma by br far my favorite,coffee available tassimo kona richest flavor fantastic aroma br far favorite,"joy, neutral, surprise","High, Low, Low","0.861, 0.105, 0.023",0.875,"coffee, cup, blend, mountain, weaver, kona, bean, one, green, br",Product Quality,29.16
5,2012-09-30,Best wafers,I think these are my favorite cookies ever. Really light and creamy. Too bad you can no longer find them anywhere for less than two-hundred count! I don't think I need THAT many.,Positive,i think these are my favorite cookies ever really light and creamy too bad you can no longer find them anywhere for less than two hundred count i don t think i need that many,think favorite cooky ever really light creamy bad longer find anywhere less two hundred count think need many,"neutral, surprise, joy","Medium, Low, Low","0.503, 0.278, 0.196",-0.1935,General Feedback,Expensive Product,12.093333333333334
1,2012-03-02,Tao of Tea ...!Don't get it,"This kind of tea not good ....!Taste and smell so wear it's not like tea ,and feel like some thing chemical.",Negative,this kind of tea not good taste and smell so wear it s not like tea and feel like some thing chemical,kind tea good taste smell wear like tea feel like thing chemical,"disgust, sadness, neutral","High, Low, Low","0.751, 0.117, 0.046",0.8834,"tea, br, drinking, drink, grey, sassafras, taste, ahmad, earl, flower",General Feedback,-21.42333333333333
4,2009-05-24,Perfect Sampler of Milka Chocolate,"The Milka Naps Mix Gift Box is a fun, unique gift for those tired of Whitman's and the usual American brands. Nothing wrong with Whitman's, but sometimes a change of look and flavor is nice.<br /><br />As a sampler, it provides only a few of the Milka options. Four flavors are here: noisette, hazelnuts, alpine milk and strawberry. All are delicious, though I don't like strawberry/chocolate (in any candy) personally, and give those away to eager friends. The Naps box are perfect for coffee tables and as a standalone dish at work.<br /><br />Milka and its famous purple cow, is owned by Kraft, is an eastern European chocolate originally produced in Switzerland and is available in Germany, Austria, Hungary and other nearby countries.<br /><br />Distribution is still weak in the United States, but can be found increasingly in larger cities. Usually, then, it is found only in international grocery stores, though it pops up in eclectic grocers from time to time. It has been around 100 years. Whether or not Kraft will change the recipe has yet to be seen. For now, the texture and taste are better than Hershey's and Nestle. It is a smoother, creamier basic chocolate.<br /><br />I fully recommend the Milka Naps Mix Gift Box.<br /><br />Anthony Trendl<br />editor, HungarianBookstore.com",Positive,the milka naps mix gift box is a fun unique gift for those tired of whitman s and the usual american brands nothing wrong with whitman s but sometimes a change of look and flavor is nice br br as a sampler it provides only a few of the milka options four flavors are here noisette hazelnuts alpine milk and strawberry all are delicious though i don t like strawberry chocolate in any candy personally and give those away to eager friends the naps box are perfect for coffee tables and as a standalone dish at work br br milka and its famous purple cow is owned by kraft is an eastern european chocolate originally produced in switzerland and is available in germany austria hungary and other nearby countries br br distribution is still weak in the united states but can be found increasingly in larger cities usually then it is found only in international grocery stores though it pops up in eclectic grocers from time to time it has been around 100 years whether or not kraft will change the recipe has yet to be seen for now the texture and taste are better than hershey s and nestle it is a smoother creamier basic chocolate br br i fully recommend the milka naps mix gift box br br anthony trendl br editor hungarianbookstore com,milka nap mix gift box fun unique gift tired whitman usual american brand nothing wrong whitman sometimes change look flavor nice br br sampler provides milka option four flavor noisette hazelnut alpine milk strawberry delicious though like strawberry chocolate candy personally give away eager friend nap box perfect coffee table standalone dish work br br milka famous purple cow owned kraft eastern european chocolate originally produced switzerland available germany austria hungary nearby country br br distribution still weak united state found increasingly larger city usually found international grocery store though pop eclectic grocer time time around 100 year whether kraft change recipe yet seen texture taste better hershey nestle smoother creamier basic chocolate br br fully recommend milka nap mix gift box br br anthony trendl br editor hungarianbookstore com,"joy, surprise, neutral","High, Low, Low","0.925, 0.042, 0.024",0.9869,General Feedback,Product Quality,31.673333333333336
5,2012-06-22,Dad really liked these.,"I ordered for my dad for fathers day and he ate the whole box within two days.<br />He said it tasted really good, now I want to order some for myself, haha.",Positive,i ordered for my dad for fathers day and he ate the whole box within two days br he said it tasted really good now i want to order some for myself haha,ordered dad father day ate whole box within two day br said tasted really good want order haha,"joy, surprise, neutral","Medium, Low, Low","0.727, 0.18, 0.077",0.7764,General Feedback,Fast Delivery,27.83333333333333
4,2012-05-24,Great candy my family loved it,"Great candy and our family loved it.  It was smaller than I imagined it and I thought it was expensive for how small it was.  However, I am in Germany and can get it easier here.  The shipping to the USA makes it expenive.  Great product and fun for our USA family to receive.",Positive,great candy and our family loved it it was smaller than i imagined it and i thought it was expensive for how small it was however i am in germany and can get it easier here the shipping to the usa makes it expenive great product and fun for our usa family to receive,great candy family loved smaller imagined thought expensive small however germany get easier shipping usa make expenive great product fun usa family receive,"joy, surprise, sadness","Medium, Low, Low","0.65, 0.249, 0.048",0.9595,"candy, price, chocolate, shipping, amazon, product, gingerbread, store, fun, great",Value for Money,25.046666666666667
5,2012-06-25,Yummy!,"I eat mustard with everything, this is hands down THE BESt mustard I have ever tried, in fact everyone I tell to try some, falls in love with it as well. Spicy, tasty, real quality.<br />If you like spicy mustard, you will love this.",Positive,i eat mustard with everything this is hands down the best mustard i have ever tried in fact everyone i tell to try some falls in love with it as well spicy tasty real quality br if you like spicy mustard you will love this,eat mustard everything hand best mustard ever tried fact everyone tell try fall love well spicy tasty real quality br like spicy mustard love,"joy, neutral, surprise","Medium, Low, Low","0.558, 0.383, 0.035",0.9657,"sauce, hot, bottle, salsa, soy, make, meat, flavor, br, good",Product Quality,19.3
1,2012-09-28,Horrible .. dont buy it,The laddoos turned bad in a few days after we received it. No other item inside our fridge turned bad.,Negative,the laddoos turned bad in a few days after we received it no other item inside our fridge turned bad,laddoos turned bad day received item inside fridge turned bad,"sadness, surprise, neutral","Medium, Low, Low","0.684, 0.228, 0.045",-0.7906,General Feedback,Wrong Item Sent,-18.24
5,2010-02-16,Kleri Tea works great!,This product works wonders if you have stomach issues.  I would buy again once I need more. :0),Positive,this product works wonders if you have stomach issues i would buy again once i need more 0,product work wonder stomach issue would buy need 0,"surprise, neutral, sadness","Medium, Low, Low","0.732, 0.13, 0.113",0.0,"oatmeal, oat, mccann, instant, variety, good, cinnamon, minute, apple, better",Value for Money,10.873333333333331
3,2012-08-17,Where are the cranberries?,Bought this at a local specialty-item store because I adore chutney.  Because of the higher price and being sold like a gourmet item I wrongly thought it would be better than the affordable brands sold at the supermarket.  Wrong.  It is mostly gel (jelly) with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwiches...I've had much better and that's just talking about the supermarket brands.  Very disappointed.  Money does not buy quality.,Neutral,bought this at a local specialty item store because i adore chutney because of the higher price and being sold like a gourmet item i wrongly thought it would be better than the affordable brands sold at the supermarket wrong it is mostly gel jelly with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwiches i ve had much better and that s just talking about the supermarket brands very disappointed money does not buy quality,bought local specialty item store adore chutney higher price sold like gourmet item wrongly thought would better affordable brand sold supermarket wrong mostly gel jelly fruit sprinkled throughout taste like cheap thickened jelly put sandwich much better talking supermarket brand disappointed money buy quality,"sadness, surprise, joy","Medium, Low, Low","0.636, 0.211, 0.055",0.802,General Feedback,Wrong Item Sent,-15.146666666666668
5,2012-02-23,Our ferret loves this...,"Our ferret loves this rabbit; it's a nice high protein treat in addition to his regular Evo ferret diet. The price was reasonable compared to our local pet store, which doesn't often have this item in stock.",Positive,our ferret loves this rabbit it s a nice high protein treat in addition to his regular evo ferret diet the price was reasonable compared to our local pet store which doesn t often have this item in stock,ferret love rabbit nice high protein treat addition regular evo ferret diet price reasonable compared local pet store often item stock,"neutral, joy, surprise","Low, Low, Low","0.493, 0.436, 0.042",0.8658,"dog, food, balance, natural, cocker, love, allergy, puppy, spaniel, breed",Value for Money,15.373333333333331
5,2012-06-15,Fantastic!,"My son made this.  He didn't have the patience to be precise about the water temperature and when, half an hour before it was done, it appeared not to have risen at all--I feared for the worse.  Determined to be polite, I agreed to have a sandwich using the bread.  It was amazing.  Apparently it rises during the baking or something.<br /><br />Great tangy flavor (perfect for a meat sandwich imho) and not heavy at all.  Fortunately we had lots of deli meats, since the whole loaf disappeared within the hour.<br /><br />We've had all but the sourdough peasant bread so far; I'm sure that will be delicious as well.",Positive,my son made this he didn t have the patience to be precise about the water temperature and when half an hour before it was done it appeared not to have risen at all i feared for the worse determined to be polite i agreed to have a sandwich using the bread it was amazing apparently it rises during the baking or something br br great tangy flavor perfect for a meat sandwich imho and not heavy at all fortunately we had lots of deli meats since the whole loaf disappeared within the hour br br we ve had all but the sourdough peasant bread so far i m sure that will be delicious as well,son made patience precise water temperature half hour done appeared risen feared worse determined polite agreed sandwich using bread amazing apparently rise baking something br br great tangy flavor perfect meat sandwich imho heavy fortunately lot deli meat since whole loaf disappeared within hour br br sourdough peasant bread far sure delicious well,"joy, fear, anger","Low, Low, Low","0.433, 0.354, 0.115",0.9432,General Feedback,Product Quality,1.5433333333333328
5,2010-08-31,Great little treats,"These were great - just as described. Used them for a bee-themed party, and now we use them as ""to go"" packs of honey for our coffee and tea.",Positive,these were great just as described used them for a bee themed party and now we use them as to go packs of honey for our coffee and tea,great described used bee themed party use go pack honey coffee tea,"joy, neutral, surprise","Medium, Low, Low","0.631, 0.246, 0.107",0.7783,"tea, br, drinking, drink, grey, sassafras, taste, ahmad, earl, flower",Value for Money,23.173333333333336
1,2012-02-05,NOT edible!,This is NOT Disco Dust which is edible and made for baking. DO NOT purchase this product for such purposes!,Negative,this is not disco dust which is edible and made for baking do not purchase this product for such purposes,disco dust edible made baking purchase product purpose,"neutral, anger, disgust","Medium, Low, Low","0.714, 0.126, 0.089",0.0,General Feedback,Value for Money,-5.8566666666666665
3,2010-01-09,speedy shipping,I was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken. I couldn't send it back as i needed for a project.,Neutral,i was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken i couldn t send it back as i needed for a project,happy quick shipping needed school product daughter came roof broken corner house broken send back needed project,"surprise, joy, neutral","Medium, Low, Low","0.555, 0.383, 0.028",-0.3612,"candy, price, chocolate, shipping, amazon, product, gingerbread, store, fun, great",Fast Delivery,23.866666666666664
4,2009-07-18,"My sons 9 & 11 loved making this, as easy enough to do by themselves. With adult supervision any age can do this neat project.","Really easy project for family fun anytime not just for Christmas. Just put icing between cookies and stack. Then ice outside and decorate. Great for all ages. Strawberry licorice rope looks like stuck together but just find end and unwind.<br /><br />* CAUTION UNDER 3** Small hard candy decorations swallowing hazard.<br /><br />Comes with everything you need except bowls an spoons.<br />contains :<br />cookie pieces<br />Large bag yellow colored icing ( East to mix with just fork, you add water slowly as to not get to thin)<br />small white icing bag (you add water slowly)<br />green color to add to small amount of white<br />3 clear decorator<br />4 plastic decorator tips ( can save to reuse)<br />small bead candy for decoration 9chokign hazard)<br />strawberry licorice rope<br />1 small tube of orange writing icing<br />Hard candy wreath decoration about 2"" diameter<br />Gummy Spongebob about 4"" tall<br />Gummy Patrick about 4"" tall<br /><br />Icing set up hard so when you go to eat  it has to be pried apart in pieces. Cookies do get a little softer in the middle.<br /><br />Make anytime of year. Leave off wreat and Patrick and cut out Spongebob's head so does not look like chirstmas.",Positive,really easy project for family fun anytime not just for christmas just put icing between cookies and stack then ice outside and decorate great for all ages strawberry licorice rope looks like stuck together but just find end and unwind br br caution under 3 small hard candy decorations swallowing hazard br br comes with everything you need except bowls an spoons br contains br cookie pieces br large bag yellow colored icing east to mix with just fork you add water slowly as to not get to thin br small white icing bag you add water slowly br green color to add to small amount of white br 3 clear decorator br 4 plastic decorator tips can save to reuse br small bead candy for decoration 9chokign hazard br strawberry licorice rope br 1 small tube of orange writing icing br hard candy wreath decoration about 2 diameter br gummy spongebob about 4 tall br gummy patrick about 4 tall br br icing set up hard so when you go to eat it has to be pried apart in pieces cookies do get a little softer in the middle br br make anytime of year leave off wreat and patrick and cut out spongebob s head so does not look like chirstmas,really easy project family fun anytime christmas put icing cooky stack ice outside decorate great age strawberry licorice rope look like stuck together find end unwind br br caution 3 small hard candy decoration swallowing hazard br br come everything need except bowl spoon br contains br cookie piece br large bag yellow colored icing east mix fork add water slowly get thin br small white icing bag add water slowly br green color add small amount white br 3 clear decorator br 4 plastic decorator tip save reuse br small bead candy decoration 9chokign hazard br strawberry licorice rope br 1 small tube orange writing icing br hard candy wreath decoration 2 diameter br gummy spongebob 4 tall br gummy patrick 4 tall br br icing set hard go eat pried apart piece cooky get little softer middle br br make anytime year leave wreat patrick cut spongebob head look like chirstmas,"joy, neutral, sadness","Low, Low, Low","0.278, 0.193, 0.156",0.9422,"candy, price, chocolate, shipping, amazon, product, gingerbread, store, fun, great",Value for Money,4.066666666666667
4,2010-12-27,Spongetastic!,My son is a SB fanatic so I was so excited to find this for the 2010 holiday season as every year we do some version of gingerbread. I knew by reading reviews that there wouldn't be enough yellow frosting so I whipped up so edible glue (water and confectionery sugar) to hold the levels of gingerbread that make the pineapple and save the yellow frosting for the outside - this worked great. It was a really fun idea that we enjoyed creating. The licorice was worthless though...,Positive,my son is a sb fanatic so i was so excited to find this for the 2010 holiday season as every year we do some version of gingerbread i knew by reading reviews that there wouldn t be enough yellow frosting so i whipped up so edible glue water and confectionery sugar to hold the levels of gingerbread that make the pineapple and save the yellow frosting for the outside this worked great it was a really fun idea that we enjoyed creating the licorice was worthless though,son sb fanatic excited find 2010 holiday season every year version gingerbread knew reading review enough yellow frosting whipped edible glue water confectionery sugar hold level gingerbread make pineapple save yellow frosting outside worked great really fun idea enjoyed creating licorice worthless though,"joy, surprise, neutral","High, Low, Low","0.834, 0.122, 0.03",0.9575,"candy, price, chocolate, shipping, amazon, product, gingerbread, store, fun, great",Durability,30.24
2,2010-12-09,not as easy as it looks,"this isn't as easy as it looks, doesn't came with enough yellow frosting, and the frosting doesn't stick very well. My 5 year old did like making it though.",Negative,this isn t as easy as it looks doesn t came with enough yellow frosting and the frosting doesn t stick very well my 5 year old did like making it though,easy look came enough yellow frosting frosting stick well 5 year old like making though,"neutral, surprise, joy","Medium, Low, Low","0.746, 0.138, 0.083",0.7579,General Feedback,General Feedback,5.526666666666667
